time_ms,workflow_id,entity_id,event_type,completes_at,compute_ms,cost_usd,decision,entry_agent,errored,inference_ms,infra_job_id,infra_latency_ms,input_tokens,network_back_ms,network_out_ms,output_tokens,prompt_tokens,queue_remaining,queue_size,queue_wait_ms,reason,response_tokens,session_tokens,step,steps,target,tool,tool_ms,total_cost_usd,total_latency_ms,waited_ms,workload
0.000,wf-chat-light-0001,agent-chat,AGENT_RECEIVE,,,,,,,,,,73,,,,,,,,,,73,1,,,,,,,,
0.000,wf-chat-light-0001,agent-chat,INFRA_SUBMIT,,2.0833333333333335,0.0022525,CALL_TOOL,,,,agent-chat-infra-1,2.0833333333333335,,,,207,,,,0.0,,,,,,,,,,,,
0.000,wf-tool-heavy-0049,agent-tool,AGENT_RECEIVE,,,,,,,,,,242,,,,,,,,,,242,1,,,,,,,,
0.000,wf-tool-heavy-0049,agent-tool,INFRA_SUBMIT,,4.166666666666667,0.0025650000000000004,GENERATE_TEXT,,,,agent-tool-infra-1,4.166666666666667,,,,196,,,,0.0,,,,,,,,,,,,
2.083,wf-chat-light-0001,agent-chat,INFRA_COMPLETE,,,,,,,,agent-chat-infra-1,,,,,,,,,,,,,,,,,,,,,
2.083,wf-chat-light-0001,agent-chat,LLM_DISPATCH,3845.725807839216,,0.0022525,CALL_TOOL,,,3843.6424745058825,,,,0.0,0.0,207,,,,,,,,,,,,,,,,
4.167,wf-tool-heavy-0049,agent-tool,INFRA_COMPLETE,,,,,,,,agent-tool-infra-1,,,,,,,,,,,,,,,,,,,,,
4.167,wf-tool-heavy-0049,agent-tool,LLM_DISPATCH,3147.17119782455,,0.0025650000000000004,GENERATE_TEXT,,,3143.0045311578833,,,,0.0,0.0,196,,,,,,,,,,,,,,,,
47.185,wf-tool-heavy-0050,agent-tool,AGENT_RECEIVE,,,,,,,,,,184,,,,,,,,,,184,1,,,,,,,,
47.185,wf-tool-heavy-0050,agent-tool,INFRA_SUBMIT,,2.0833333333333335,0.00236,GENERATE_TEXT,,,,agent-tool-infra-2,2.0833333333333335,,,,190,,,,0.0,,,,,,,,,,,,
49.268,wf-tool-heavy-0050,agent-tool,INFRA_COMPLETE,,,,,,,,agent-tool-infra-2,,,,,,,,,,,,,,,,,,,,,
49.268,wf-tool-heavy-0050,agent-tool,LLM_DISPATCH,4407.087683600148,,0.00236,GENERATE_TEXT,,,4357.819226970835,,,,0.0,0.0,190,,,,,,,,,,,,,,,,
738.419,wf-chat-light-0002,agent-chat,AGENT_RECEIVE,,,,,,,,,,68,,,,,,,,,,68,1,,,,,,,,
738.419,wf-chat-light-0002,agent-chat,INFRA_SUBMIT,,2.0833333333333335,0.00109,CALL_TOOL,,,,agent-chat-infra-2,2.0833333333333335,,,,92,,,,0.0,,,,,,,,,,,,
740.502,wf-chat-light-0002,agent-chat,INFRA_COMPLETE,,,,,,,,agent-chat-infra-2,,,,,,,,,,,,,,,,,,,,,
740.502,wf-chat-light-0002,agent-chat,LLM_DISPATCH,3661.9249675337655,,0.00109,CALL_TOOL,,,2921.4225551244735,,,,0.0,0.0,92,,,,,,,,,,,,,,,,
1387.328,wf-chat-light-0003,agent-chat,AGENT_RECEIVE,,,,,,,,,,56,,,,,,,,,,56,1,,,,,,,,
1387.328,wf-chat-light-0003,agent-chat,INFRA_SUBMIT,,2.0833333333333335,0.0024200000000000003,CALL_TOOL,,,,agent-chat-infra-3,2.0833333333333335,,,,228,,,,0.0,,,,,,,,,,,,
1389.412,wf-chat-light-0003,agent-chat,INFRA_COMPLETE,,,,,,,,agent-chat-infra-3,,,,,,,,,,,,,,,,,,,,,
1389.412,wf-chat-light-0003,agent-chat,LLM_DISPATCH,6531.17101125158,,0.0024200000000000003,CALL_TOOL,,,5141.759350105775,,,,0.0,0.0,228,,,,,,,,,,,,,,,,
2307.539,wf-chat-light-0004,agent-chat,AGENT_RECEIVE,,,,,,,,,,64,,,,,,,,,,64,1,,,,,,,,
2307.539,wf-chat-light-0004,agent-chat,INFRA_SUBMIT,,2.0833333333333335,0.00221,GENERATE_TEXT,,,,agent-chat-infra-4,2.0833333333333335,,,,205,,,,0.0,,,,,,,,,,,,
2309.623,wf-chat-light-0004,agent-chat,INFRA_COMPLETE,,,,,,,,agent-chat-infra-4,,,,,,,,,,,,,,,,,,,,,
2309.623,wf-chat-light-0004,agent-chat,LLM_DISPATCH,5187.664434855858,,0.00221,GENERATE_TEXT,,,2878.0418940912114,,,,0.0,0.0,205,,,,,,,,,,,,,,,,
2952.771,wf-chat-light-0005,agent-chat,AGENT_RECEIVE,,,,,,,,,,46,,,,,,,,,,46,1,,,,,,,,
2952.771,wf-chat-light-0005,agent-chat,INFRA_SUBMIT,,2.0833333333333335,0.0023250000000000002,CALL_TOOL,,,,agent-chat-infra-5,2.0833333333333335,,,,221,,,,0.0,,,,,,,,,,,,
2954.854,wf-chat-light-0005,agent-chat,INFRA_COMPLETE,,,,,,,,agent-chat-infra-5,,,,,,,,,,,,,,,,,,,,,
2954.854,wf-chat-light-0005,agent-chat,LLM_DISPATCH,5419.218476887576,,0.0023250000000000002,CALL_TOOL,,,2464.363982643558,,,,0.0,0.0,221,,,,,,,,,,,,,,,,
3147.171,wf-tool-heavy-0049,agent-tool,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,196,,,,,,,,,,,,,,,,
3147.171,wf-tool-heavy-0049,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,,,SUCCESS,,,,1,,,,0.0025650000000000004,3147.17119782455,,tool-heavy
