time_ms,workflow_id,entity_id,event_type,completes_at,compute_ms,cost_usd,decision,entry_agent,inference_ms,infra_job_id,infra_latency_ms,input_tokens,network_back_ms,network_out_ms,output_tokens,prompt_tokens,queue_remaining,queue_size,queue_wait_ms,reason,session_tokens,step,steps,target,total_cost_usd,total_latency_ms,waited_ms,workload
149951.625,wf-validation-0151,agent-1,INFRA_COMPLETE,,,,,,,agent-1-infra-151,,,,,,,,,,,,,,,,,,
149951.625,wf-validation-0151,agent-1,LLM_DISPATCH,154686.07249457916,,0.0016350000000000002,GENERATE_TEXT,,4734.4474580059095,,,,0.0,0.0,151,,,,,,,,,,,,,
150270.320,wf-validation-0154,agent-1,QUEUE_ENTER,,,,,,,,,,,,,,,3,,,,,,,,,,
150684.605,wf-validation-0147,agent-1,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,149,,,,,,,,,,,,,
150684.605,wf-validation-0152,agent-1,QUEUE_EXIT,,,,,,,,,,,,,,2,,,,,,,,,,1845.5242108967504,
150684.605,wf-validation-0152,agent-1,AGENT_RECEIVE,,,,,,,,,49,,,,,,,,,49,1,,,,,,
150684.605,wf-validation-0152,agent-1,INFRA_SUBMIT,,0.005208333333333333,0.0016325,GENERATE_TEXT,,,agent-1-infra-152,0.005208333333333333,,,,151,,,,0.0,,,,,,,,,
150684.605,wf-validation-0147,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,,SUCCESS,,,1,,0.0016150000000000001,4820.039903665107,,validation
150684.611,wf-validation-0152,agent-1,INFRA_COMPLETE,,,,,,,agent-1-infra-152,,,,,,,,,,,,,,,,,,
150684.611,wf-validation-0152,agent-1,LLM_DISPATCH,155039.16186759973,,0.0016325,GENERATE_TEXT,,4354.551174546616,,,,0.0,0.0,151,,,,,,,,,,,,,
151287.207,wf-validation-0148,agent-1,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,151,,,,,,,,,,,,,
151287.207,wf-validation-0153,agent-1,QUEUE_EXIT,,,,,,,,,,,,,,1,,,,,,,,,,1885.1300207624154,
151287.207,wf-validation-0153,agent-1,AGENT_RECEIVE,,,,,,,,,52,,,,,,,,,52,1,,,,,,
151287.207,wf-validation-0153,agent-1,INFRA_SUBMIT,,0.005208333333333333,0.0016200000000000003,GENERATE_TEXT,,,agent-1-infra-153,0.005208333333333333,,,,149,,,,0.0,,,,,,,,,
151287.207,wf-validation-0148,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,,SUCCESS,,,1,,0.0016325,4206.196711144468,,validation
151287.212,wf-validation-0153,agent-1,INFRA_COMPLETE,,,,,,,agent-1-infra-153,,,,,,,,,,,,,,,,,,
151287.212,wf-validation-0153,agent-1,LLM_DISPATCH,155045.54357367306,,0.0016200000000000003,GENERATE_TEXT,,3758.3314628658077,,,,0.0,0.0,149,,,,,,,,,,,,,
151390.090,wf-validation-0155,agent-1,QUEUE_ENTER,,,,,,,,,,,,,,,2,,,,,,,,,,
151582.514,wf-validation-0149,agent-1,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,150,,,,,,,,,,,,,
151582.514,wf-validation-0154,agent-1,QUEUE_EXIT,,,,,,,,,,,,,,1,,,,,,,,,,1312.1941762143688,
151582.514,wf-validation-0154,agent-1,AGENT_RECEIVE,,,,,,,,,51,,,,,,,,,51,1,,,,,,
151582.514,wf-validation-0154,agent-1,INFRA_SUBMIT,,0.005208333333333333,0.0016375,GENERATE_TEXT,,,agent-1-infra-154,0.005208333333333333,,,,151,,,,0.0,,,,,,,,,
151582.514,wf-validation-0149,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,,SUCCESS,,,1,,0.0016250000000000001,4217.213748332724,,validation
151582.520,wf-validation-0154,agent-1,INFRA_COMPLETE,,,,,,,agent-1-infra-154,,,,,,,,,,,,,,,,,,
151582.520,wf-validation-0154,agent-1,LLM_DISPATCH,155942.93642095488,,0.0016375,GENERATE_TEXT,,4360.416876758391,,,,0.0,0.0,151,,,,,,,,,,,,,
152468.273,wf-validation-0156,agent-1,QUEUE_ENTER,,,,,,,,,,,,,,,2,,,,,,,,,,
152727.907,wf-validation-0157,agent-1,QUEUE_ENTER,,,,,,,,,,,,,,,3,,,,,,,,,,
152744.326,wf-validation-0150,agent-1,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,150,,,,,,,,,,,,,
152744.326,wf-validation-0155,agent-1,QUEUE_EXIT,,,,,,,,,,,,,,2,,,,,,,,,,1354.2363023709913,
152744.326,wf-validation-0155,agent-1,AGENT_RECEIVE,,,,,,,,,52,,,,,,,,,52,1,,,,,,
152744.326,wf-validation-0155,agent-1,INFRA_SUBMIT,,0.005208333333333333,0.00164,GENERATE_TEXT,,,agent-1-infra-155,0.005208333333333333,,,,151,,,,0.0,,,,,,,,,
