time_ms,workflow_id,entity_id,event_type,completes_at,compute_ms,cost_usd,decision,entry_agent,errored,inference_ms,infra_job_id,infra_latency_ms,input_tokens,network_back_ms,network_out_ms,output_tokens,prompt_tokens,queue_wait_ms,reason,response_tokens,session_tokens,step,steps,target,tool,tool_ms,total_cost_usd,total_latency_ms,workload
35214.082,wf-chat-light-0020,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,17,,,,,,,,,,,,chat-light
36635.526,wf-tool-heavy-0057,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,86,,,,,,,,,,,,tool-heavy
37630.954,wf-tool-heavy-0058,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,282,,,,,,,,,,,,tool-heavy
38726.740,wf-chat-light-0021,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,45,,,,,,,,,,,,chat-light
39960.248,wf-chat-light-0022,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,55,,,,,,,,,,,,chat-light
40618.845,wf-chat-light-0023,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,40,,,,,,,,,,,,chat-light
43379.432,wf-tool-heavy-0059,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,294,,,,,,,,,,,,tool-heavy
44634.007,wf-chat-light-0024,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,40,,,,,,,,,,,,chat-light
45612.152,wf-tool-heavy-0060,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,268,,,,,,,,,,,,tool-heavy
45967.371,wf-chat-light-0025,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,28,,,,,,,,,,,,chat-light
47107.444,wf-tool-heavy-0061,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,226,,,,,,,,,,,,tool-heavy
48374.374,wf-chat-light-0026,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,87,,,,,,,,,,,,chat-light
48491.219,wf-tool-heavy-0062,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,239,,,,,,,,,,,,tool-heavy
49132.006,wf-chat-light-0027,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,71,,,,,,,,,,,,chat-light
53221.022,wf-tool-heavy-0063,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,307,,,,,,,,,,,,tool-heavy
53240.561,wf-chat-light-0028,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,11,,,,,,,,,,,,chat-light
56517.584,wf-chat-light-0029,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,78,,,,,,,,,,,,chat-light
58199.283,wf-tool-heavy-0064,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,204,,,,,,,,,,,,tool-heavy
58907.271,wf-chat-light-0030,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,20,,,,,,,,,,,,chat-light
59771.766,wf-tool-heavy-0065,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,246,,,,,,,,,,,,tool-heavy
60353.463,wf-tool-heavy-0066,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,225,,,,,,,,,,,,tool-heavy
63692.610,wf-chat-light-0031,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,39,,,,,,,,,,,,chat-light
65669.974,wf-chat-light-0032,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,61,,,,,,,,,,,,chat-light
65719.271,wf-tool-heavy-0067,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,240,,,,,,,,,,,,tool-heavy
66914.976,wf-chat-light-0033,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,12,,,,,,,,,,,,chat-light
68931.300,wf-chat-light-0034,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,58,,,,,,,,,,,,chat-light
69201.240,wf-chat-light-0035,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,50,,,,,,,,,,,,chat-light
69275.573,wf-chat-light-0036,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,41,,,,,,,,,,,,chat-light
70598.265,wf-chat-light-0037,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,83,,,,,,,,,,,,chat-light
71495.829,wf-tool-heavy-0068,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,252,,,,,,,,,,,,tool-heavy
76230.844,wf-chat-light-0038,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,28,,,,,,,,,,,,chat-light
77201.845,wf-chat-light-0039,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,63,,,,,,,,,,,,chat-light
77825.868,wf-tool-heavy-0069,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,333,,,,,,,,,,,,tool-heavy
78378.249,wf-tool-heavy-0070,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,250,,,,,,,,,,,,tool-heavy
80927.604,wf-tool-heavy-0071,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,233,,,,,,,,,,,,tool-heavy
81691.285,wf-chat-light-0040,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,75,,,,,,,,,,,,chat-light
83518.060,wf-chat-light-0041,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,68,,,,,,,,,,,,chat-light
85172.307,wf-tool-heavy-0072,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,83,,,,,,,,,,,,tool-heavy
86807.940,wf-tool-heavy-0073,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,254,,,,,,,,,,,,tool-heavy
88107.400,wf-chat-light-0042,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,35,,,,,,,,,,,,chat-light
89043.686,wf-chat-light-0043,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,35,,,,,,,,,,,,chat-light
89800.789,wf-chat-light-0044,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,13,,,,,,,,,,,,chat-light
90970.222,wf-chat-light-0045,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,42,,,,,,,,,,,,chat-light
91344.953,wf-chat-light-0046,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,55,,,,,,,,,,,,chat-light
93075.690,wf-tool-heavy-0074,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,189,,,,,,,,,,,,tool-heavy
94443.164,wf-tool-heavy-0075,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,194,,,,,,,,,,,,tool-heavy
94618.476,wf-chat-light-0047,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,41,,,,,,,,,,,,chat-light
95281.600,wf-chat-light-0048,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,51,,,,,,,,,,,,chat-light
97521.675,wf-tool-heavy-0076,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,163,,,,,,,,,,,,tool-heavy
98127.416,wf-tool-heavy-0077,ORCHESTRATOR,SUBMIT,,,,,agent-shared,,,,,,,,,161,,,,,,,,,,,,tool-heavy
0.000,wf-chat-light-0001,agent-shared,AGENT_RECEIVE,,,,,,,,,,73,,,,,,,,73,1,,,,,,,
0.000,wf-chat-light-0001,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0022525,CALL_TOOL,,,,agent-shared-infra-1,1.0416666666666667,,,,207,,0.0,,,,,,,,,,,
0.000,wf-tool-heavy-0049,agent-shared,AGENT_RECEIVE,,,,,,,,,,242,,,,,,,,242,1,,,,,,,
0.000,wf-tool-heavy-0049,agent-shared,INFRA_SUBMIT,,2.0833333333333335,0.0025650000000000004,GENERATE_TEXT,,,,agent-shared-infra-2,2.0833333333333335,,,,196,,0.0,,,,,,,,,,,
1.042,wf-chat-light-0001,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-1,,,,,,,,,,,,,,,,,,
1.042,wf-chat-light-0001,agent-shared,LLM_DISPATCH,3844.684141172549,,0.0022525,CALL_TOOL,,,3843.6424745058825,,,,0.0,0.0,207,,,,,,,,,,,,,
2.083,wf-tool-heavy-0049,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-2,,,,,,,,,,,,,,,,,,
2.083,wf-tool-heavy-0049,agent-shared,LLM_DISPATCH,3145.087864491217,,0.0025650000000000004,GENERATE_TEXT,,,3143.0045311578833,,,,0.0,0.0,196,,,,,,,,,,,,,
47.185,wf-tool-heavy-0050,agent-shared,AGENT_RECEIVE,,,,,,,,,,184,,,,,,,,184,1,,,,,,,
47.185,wf-tool-heavy-0050,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.00236,GENERATE_TEXT,,,,agent-shared-infra-3,1.0416666666666667,,,,190,,0.0,,,,,,,,,,,
48.227,wf-tool-heavy-0050,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-3,,,,,,,,,,,,,,,,,,
48.227,wf-tool-heavy-0050,agent-shared,LLM_DISPATCH,4406.046016933482,,0.00236,GENERATE_TEXT,,,4357.819226970835,,,,0.0,0.0,190,,,,,,,,,,,,,
738.419,wf-chat-light-0002,agent-shared,AGENT_RECEIVE,,,,,,,,,,68,,,,,,,,68,1,,,,,,,
738.419,wf-chat-light-0002,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.00109,CALL_TOOL,,,,agent-shared-infra-4,1.0416666666666667,,,,92,,0.0,,,,,,,,,,,
739.461,wf-chat-light-0002,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-4,,,,,,,,,,,,,,,,,,
739.461,wf-chat-light-0002,agent-shared,LLM_DISPATCH,3660.883300867099,,0.00109,CALL_TOOL,,,2921.4225551244735,,,,0.0,0.0,92,,,,,,,,,,,,,
1387.328,wf-chat-light-0003,agent-shared,AGENT_RECEIVE,,,,,,,,,,56,,,,,,,,56,1,,,,,,,
1387.328,wf-chat-light-0003,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0024200000000000003,CALL_TOOL,,,,agent-shared-infra-5,1.0416666666666667,,,,228,,0.0,,,,,,,,,,,
1388.370,wf-chat-light-0003,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-5,,,,,,,,,,,,,,,,,,
1388.370,wf-chat-light-0003,agent-shared,LLM_DISPATCH,6530.129344584913,,0.0024200000000000003,CALL_TOOL,,,5141.759350105775,,,,0.0,0.0,228,,,,,,,,,,,,,
2307.539,wf-chat-light-0004,agent-shared,AGENT_RECEIVE,,,,,,,,,,64,,,,,,,,64,1,,,,,,,
2307.539,wf-chat-light-0004,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.00221,GENERATE_TEXT,,,,agent-shared-infra-6,1.0416666666666667,,,,205,,0.0,,,,,,,,,,,
2308.581,wf-chat-light-0004,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-6,,,,,,,,,,,,,,,,,,
2308.581,wf-chat-light-0004,agent-shared,LLM_DISPATCH,5186.622768189192,,0.00221,GENERATE_TEXT,,,2878.0418940912114,,,,0.0,0.0,205,,,,,,,,,,,,,
2952.771,wf-chat-light-0005,agent-shared,AGENT_RECEIVE,,,,,,,,,,46,,,,,,,,46,1,,,,,,,
2952.771,wf-chat-light-0005,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0023250000000000002,CALL_TOOL,,,,agent-shared-infra-7,1.0416666666666667,,,,221,,0.0,,,,,,,,,,,
2953.813,wf-chat-light-0005,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-7,,,,,,,,,,,,,,,,,,
2953.813,wf-chat-light-0005,agent-shared,LLM_DISPATCH,5418.176810220908,,0.0023250000000000002,CALL_TOOL,,,2464.363982643558,,,,0.0,0.0,221,,,,,,,,,,,,,
3145.088,wf-tool-heavy-0049,agent-shared,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,196,,,,,,,,,,,,,
3145.088,wf-tool-heavy-0049,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,SUCCESS,,,,1,,,,0.0025650000000000004,3145.087864491217,tool-heavy
3660.883,wf-chat-light-0002,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,92,,,,,,,,search-tool,,,,,
3660.883,wf-chat-light-0002,agent-shared,TOOL_DISPATCH,3883.5505448387635,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,222.6672439716645,,,
3844.684,wf-chat-light-0001,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,207,,,,,,,,search-tool,,,,,
3844.684,wf-chat-light-0001,agent-shared,TOOL_DISPATCH,4079.836605540625,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,235.1524643680758,,,
3883.551,wf-chat-light-0002,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,368,2,,,,,,,
3883.551,wf-chat-light-0002,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.00167,CALL_TOOL,,,,agent-shared-infra-8,1.0416666666666667,,,,75,,0.0,,,,,,,,,,,
3883.551,wf-chat-light-0002,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
3884.592,wf-chat-light-0002,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-8,,,,,,,,,,,,,,,,,,
3884.592,wf-chat-light-0002,agent-shared,LLM_DISPATCH,6901.075208807994,,0.00167,CALL_TOOL,,,3016.4829973025644,,,,0.0,0.0,75,,,,,,,,,,,,,
4079.837,wf-chat-light-0001,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,373,2,,,,,,,
4079.837,wf-chat-light-0001,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0022725,CALL_TOOL,,,,agent-shared-infra-9,1.0416666666666667,,,,134,,0.0,,,,,,,,,,,
4079.837,wf-chat-light-0001,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
4080.878,wf-chat-light-0001,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-9,,,,,,,,,,,,,,,,,,
4080.878,wf-chat-light-0001,agent-shared,LLM_DISPATCH,7218.069360186964,,0.0022725,CALL_TOOL,,,3137.1910879796733,,,,0.0,0.0,134,,,,,,,,,,,,,
4406.046,wf-tool-heavy-0050,agent-shared,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,190,,,,,,,,,,,,,
4406.046,wf-tool-heavy-0050,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,SUCCESS,,,,1,,,,0.00236,4358.860893637502,tool-heavy
5186.623,wf-chat-light-0004,agent-shared,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,205,,,,,,,,,,,,,
5186.623,wf-chat-light-0004,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,SUCCESS,,,,1,,,,0.00221,2879.0835607578783,chat-light
5418.177,wf-chat-light-0005,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,221,,,,,,,,search-tool,,,,,
5418.177,wf-chat-light-0005,agent-shared,TOOL_DISPATCH,5593.827639868635,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,175.65082964772654,,,
5575.843,wf-tool-heavy-0051,agent-shared,AGENT_RECEIVE,,,,,,,,,,205,,,,,,,,205,1,,,,,,,
5575.843,wf-tool-heavy-0051,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0021325000000000003,CALL_TOOL,,,,agent-shared-infra-10,1.0416666666666667,,,,162,,0.0,,,,,,,,,,,
5576.884,wf-tool-heavy-0051,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-10,,,,,,,,,,,,,,,,,,
5576.884,wf-tool-heavy-0051,agent-shared,LLM_DISPATCH,12529.119327013315,,0.0021325000000000003,CALL_TOOL,,,6952.234870347552,,,,0.0,0.0,162,,,,,,,,,,,,,
5593.828,wf-chat-light-0005,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,346,2,,,,,,,
5593.828,wf-chat-light-0005,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0029050000000000005,CALL_TOOL,,,,agent-shared-infra-11,1.0416666666666667,,,,204,,0.0,,,,,,,,,,,
5593.828,wf-chat-light-0005,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
5594.869,wf-chat-light-0005,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-11,,,,,,,,,,,,,,,,,,
5594.869,wf-chat-light-0005,agent-shared,LLM_DISPATCH,12826.4504154983,,0.0029050000000000005,CALL_TOOL,,,7231.581108962999,,,,0.0,0.0,204,,,,,,,,,,,,,
6530.129,wf-chat-light-0003,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,228,,,,,,,,search-tool,,,,,
6530.129,wf-chat-light-0003,agent-shared,TOOL_DISPATCH,6734.1297224582995,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,204.00037787338607,,,
6734.130,wf-chat-light-0003,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,356,2,,,,,,,
6734.130,wf-chat-light-0003,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0026200000000000004,CALL_TOOL,,,,agent-shared-infra-12,1.0416666666666667,,,,173,,0.0,,,,,,,,,,,
6734.130,wf-chat-light-0003,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
6735.171,wf-chat-light-0003,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-12,,,,,,,,,,,,,,,,,,
6735.171,wf-chat-light-0003,agent-shared,LLM_DISPATCH,12138.069426372716,,0.0026200000000000004,CALL_TOOL,,,5402.898037247751,,,,0.0,0.0,173,,,,,,,,,,,,,
6901.075,wf-chat-light-0002,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,75,,,,,,,,search-tool,,,,,
6901.075,wf-chat-light-0002,agent-shared,TOOL_DISPATCH,7109.656579859556,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,208.5813710515614,,,
7109.657,wf-chat-light-0002,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,668,3,,,,,,,
7109.657,wf-chat-light-0002,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.004280000000000001,CALL_TOOL,,,,agent-shared-infra-13,1.0416666666666667,,,,261,,0.0,,,,,,,,,,,
7109.657,wf-chat-light-0002,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
7110.698,wf-chat-light-0002,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-13,,,,,,,,,,,,,,,,,,
7110.698,wf-chat-light-0002,agent-shared,LLM_DISPATCH,15060.590834257826,,0.004280000000000001,CALL_TOOL,,,7949.892587731604,,,,0.0,0.0,261,,,,,,,,,,,,,
7218.069,wf-chat-light-0001,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,134,,,,,,,,search-tool,,,,,
7218.069,wf-chat-light-0001,agent-shared,TOOL_DISPATCH,7493.605554846818,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,275.5361946598538,,,
7493.606,wf-chat-light-0001,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,673,3,,,,,,,
7493.606,wf-chat-light-0001,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.004262500000000001,CALL_TOOL,,,,agent-shared-infra-14,1.0416666666666667,,,,258,,0.0,,,,,,,,,,,
7493.606,wf-chat-light-0001,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
7494.647,wf-chat-light-0001,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-14,,,,,,,,,,,,,,,,,,
7494.647,wf-chat-light-0001,agent-shared,LLM_DISPATCH,13192.808382019486,,0.004262500000000001,CALL_TOOL,,,5698.161160506001,,,,0.0,0.0,258,,,,,,,,,,,,,
7987.493,wf-chat-light-0006,agent-shared,AGENT_RECEIVE,,,,,,,,,,80,,,,,,,,80,1,,,,,,,
7987.493,wf-chat-light-0006,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.00252,CALL_TOOL,,,,agent-shared-infra-15,1.0416666666666667,,,,232,,0.0,,,,,,,,,,,
7988.535,wf-chat-light-0006,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-15,,,,,,,,,,,,,,,,,,
7988.535,wf-chat-light-0006,agent-shared,LLM_DISPATCH,11848.242595726493,,0.00252,CALL_TOOL,,,3859.7076952529815,,,,0.0,0.0,232,,,,,,,,,,,,,
8495.099,wf-tool-heavy-0052,agent-shared,AGENT_RECEIVE,,,,,,,,,,276,,,,,,,,276,1,,,,,,,
8495.099,wf-tool-heavy-0052,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0029700000000000004,CALL_TOOL,,,,agent-shared-infra-16,1.0416666666666667,,,,228,,0.0,,,,,,,,,,,
8496.140,wf-tool-heavy-0052,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-16,,,,,,,,,,,,,,,,,,
8496.140,wf-tool-heavy-0052,agent-shared,LLM_DISPATCH,14971.812482827994,,0.0029700000000000004,CALL_TOOL,,,6475.672221492357,,,,0.0,0.0,228,,,,,,,,,,,,,
9134.637,wf-chat-light-0007,agent-shared,AGENT_RECEIVE,,,,,,,,,,78,,,,,,,,78,1,,,,,,,
9134.637,wf-chat-light-0007,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0021550000000000002,GENERATE_TEXT,,,,agent-shared-infra-17,1.0416666666666667,,,,196,,0.0,,,,,,,,,,,
9135.679,wf-chat-light-0007,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-17,,,,,,,,,,,,,,,,,,
9135.679,wf-chat-light-0007,agent-shared,LLM_DISPATCH,11710.78863811483,,0.0021550000000000002,GENERATE_TEXT,,,2575.1098803702753,,,,0.0,0.0,196,,,,,,,,,,,,,
9525.155,wf-chat-light-0008,agent-shared,AGENT_RECEIVE,,,,,,,,,,37,,,,,,,,37,1,,,,,,,
9525.155,wf-chat-light-0008,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0010625,CALL_TOOL,,,,agent-shared-infra-18,1.0416666666666667,,,,97,,0.0,,,,,,,,,,,
9526.197,wf-chat-light-0008,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-18,,,,,,,,,,,,,,,,,,
9526.197,wf-chat-light-0008,agent-shared,LLM_DISPATCH,11575.212338862415,,0.0010625,CALL_TOOL,,,2049.0154610508293,,,,0.0,0.0,97,,,,,,,,,,,,,
11329.684,wf-chat-light-0009,agent-shared,AGENT_RECEIVE,,,,,,,,,,40,,,,,,,,40,1,,,,,,,
11329.684,wf-chat-light-0009,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.00136,GENERATE_TEXT,,,,agent-shared-infra-19,1.0416666666666667,,,,126,,0.0,,,,,,,,,,,
11330.726,wf-chat-light-0009,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-19,,,,,,,,,,,,,,,,,,
11330.726,wf-chat-light-0009,agent-shared,LLM_DISPATCH,15231.989182531468,,0.00136,GENERATE_TEXT,,,3901.263623783527,,,,0.0,0.0,126,,,,,,,,,,,,,
11575.212,wf-chat-light-0008,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,97,,,,,,,,search-tool,,,,,
11575.212,wf-chat-light-0008,agent-shared,TOOL_DISPATCH,11848.882470181397,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,273.6701313189815,,,
11707.695,wf-chat-light-0010,agent-shared,AGENT_RECEIVE,,,,,,,,,,61,,,,,,,,61,1,,,,,,,
11707.695,wf-chat-light-0010,agent-shared,INFRA_SUBMIT,,1.0416666666666667,7.725E-4,GENERATE_TEXT,,,,agent-shared-infra-20,1.0416666666666667,,,,62,,0.0,,,,,,,,,,,
11708.736,wf-chat-light-0010,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-20,,,,,,,,,,,,,,,,,,
11708.736,wf-chat-light-0010,agent-shared,LLM_DISPATCH,13598.658616692474,,7.725E-4,GENERATE_TEXT,,,1889.9223199233606,,,,0.0,0.0,62,,,,,,,,,,,,,
11710.789,wf-chat-light-0007,agent-shared,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,196,,,,,,,,,,,,,
11710.789,wf-chat-light-0007,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,SUCCESS,,,,1,,,,0.0021550000000000002,2576.1515470369413,chat-light
11848.243,wf-chat-light-0006,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,232,,,,,,,,search-tool,,,,,
11848.243,wf-chat-light-0006,agent-shared,TOOL_DISPATCH,12018.488137057671,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,170.24554133117778,,,
11848.882,wf-chat-light-0008,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,337,2,,,,,,,
11848.882,wf-chat-light-0008,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0023825,CALL_TOOL,,,,agent-shared-infra-21,1.0416666666666667,,,,154,,0.0,,,,,,,,,,,
11848.882,wf-chat-light-0008,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
11849.924,wf-chat-light-0008,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-21,,,,,,,,,,,,,,,,,,
11849.924,wf-chat-light-0008,agent-shared,LLM_DISPATCH,18921.38957892138,,0.0023825,CALL_TOOL,,,7071.465442073314,,,,0.0,0.0,154,,,,,,,,,,,,,
12018.488,wf-chat-light-0006,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,380,2,,,,,,,
12018.488,wf-chat-light-0006,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0027300000000000002,GENERATE_TEXT,,,,agent-shared-infra-22,1.0416666666666667,,,,178,,0.0,,,,,,,,,,,
12018.488,wf-chat-light-0006,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
12019.530,wf-chat-light-0006,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-22,,,,,,,,,,,,,,,,,,
12019.530,wf-chat-light-0006,agent-shared,LLM_DISPATCH,18090.62413611035,,0.0027300000000000002,GENERATE_TEXT,,,6071.094332386011,,,,0.0,0.0,178,,,,,,,,,,,,,
12138.069,wf-chat-light-0003,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,173,,,,,,,,search-tool,,,,,
12138.069,wf-chat-light-0003,agent-shared,TOOL_DISPATCH,12332.451442018804,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,194.38201564608815,,,
12332.451,wf-chat-light-0003,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,656,3,,,,,,,
12332.451,wf-chat-light-0003,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.00219,CALL_TOOL,,,,agent-shared-infra-23,1.0416666666666667,,,,55,,0.0,,,,,,,,,,,
12332.451,wf-chat-light-0003,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
12333.493,wf-chat-light-0003,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-23,,,,,,,,,,,,,,,,,,
