time_ms,workflow_id,entity_id,event_type,completes_at,compute_ms,cost_usd,decision,entry_agent,errored,inference_ms,infra_job_id,infra_latency_ms,input_tokens,network_back_ms,network_out_ms,output_tokens,prompt_tokens,queue_wait_ms,reason,response_tokens,session_tokens,step,steps,target,tool,tool_ms,total_cost_usd,total_latency_ms,workload
23873.524,wf-chat-light-0001,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,BUDGET_EXHAUSTED,,,,6,,,,0.0178325,23873.523549782105,chat-light
23945.699,wf-chat-light-0014,agent-shared,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,67,,,,,,,,,,,,,
23945.699,wf-chat-light-0014,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,SUCCESS,,,,1,,,,7.9E-4,2534.161730120675,chat-light
24366.799,wf-tool-heavy-0053,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,165,,,,,,,,search-tool,,,,,
24366.799,wf-tool-heavy-0053,agent-shared,TOOL_DISPATCH,24548.08651981983,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,181.28785991335047,,,
24548.087,wf-tool-heavy-0053,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,1109,4,,,,,,,
24548.087,wf-tool-heavy-0053,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0047125000000000005,GENERATE_TEXT,,,,agent-shared-infra-49,1.0416666666666667,,,,194,,0.0,,,,,,,,,,,
24548.087,wf-tool-heavy-0053,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
24549.128,wf-tool-heavy-0053,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-49,,,,,,,,,,,,,,,,,,
24549.128,wf-tool-heavy-0053,agent-shared,LLM_DISPATCH,29890.421246390557,,0.0047125000000000005,GENERATE_TEXT,,,5341.293059904061,,,,0.0,0.0,194,,,,,,,,,,,,,
24879.168,wf-tool-heavy-0054,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,260,,,,,,,,search-tool,,,,,
24879.168,wf-tool-heavy-0054,agent-shared,TOOL_DISPATCH,25020.505866593652,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,141.3378905102409,,,
24998.220,wf-chat-light-0012,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,218,,,,,,,,search-tool,,,,,
24998.220,wf-chat-light-0012,agent-shared,TOOL_DISPATCH,25217.73925080827,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,219.51897651576456,,,
25020.506,wf-tool-heavy-0054,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,440,2,,,,,,,
25020.506,wf-tool-heavy-0054,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0018800000000000002,CALL_TOOL,,,,agent-shared-infra-50,1.0416666666666667,,,,78,,0.0,,,,,,,,,,,
25020.506,wf-tool-heavy-0054,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
25021.548,wf-tool-heavy-0054,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-50,,,,,,,,,,,,,,,,,,
25021.548,wf-tool-heavy-0054,agent-shared,LLM_DISPATCH,27980.53055930364,,0.0018800000000000002,CALL_TOOL,,,2958.983026043321,,,,0.0,0.0,78,,,,,,,,,,,,,
25217.739,wf-chat-light-0012,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,659,3,,,,,,,
25217.739,wf-chat-light-0012,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0031975000000000003,CALL_TOOL,,,,agent-shared-infra-51,1.0416666666666667,,,,155,,0.0,,,,,,,,,,,
25217.739,wf-chat-light-0012,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
25218.781,wf-chat-light-0012,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-51,,,,,,,,,,,,,,,,,,
25218.781,wf-chat-light-0012,agent-shared,LLM_DISPATCH,28568.793501614884,,0.0031975000000000003,CALL_TOOL,,,3350.0125841399467,,,,0.0,0.0,155,,,,,,,,,,,,,
25232.608,wf-chat-light-0008,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,239,,,,,,,,search-tool,,,,,
25232.608,wf-chat-light-0008,agent-shared,TOOL_DISPATCH,25414.676721644937,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,182.06830872361058,,,
25414.677,wf-chat-light-0008,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,937,4,,,,,,,
25414.677,wf-chat-light-0008,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0031525000000000004,CALL_TOOL,,,,agent-shared-infra-52,1.0416666666666667,,,,81,,0.0,,,,,,,,,,,
25414.677,wf-chat-light-0008,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
25415.718,wf-chat-light-0008,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-52,,,,,,,,,,,,,,,,,,
25415.718,wf-chat-light-0008,agent-shared,LLM_DISPATCH,27350.4053149695,,0.0031525000000000004,CALL_TOOL,,,1934.6869266578938,,,,0.0,0.0,81,,,,,,,,,,,,,
26177.535,wf-chat-light-0013,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,203,,,,,,,,search-tool,,,,,
